Age,Income,Risk_Tolerance,Investment_Goal_Encoded,Experience_Years,User_Class
55,779276,4,1,34,Conservative
56,524782,6,0,35,Moderate
24,1337225,7,1,3,Moderate
44,423278,1,2,23,Conservative
47,1313635,3,0,26,Conservative
36,171694,2,0,15,Conservative
62,2000000,8,2,10,Aggressive
31,758072,4,0,10,Conservative
40,1458514,6,2,19,Moderate
47,697120,2,1,26,Conservative
40,462878,8,1,19,Moderate
19,227462,5,0,0,Moderate
22,155203,5,3,1,Moderate
36,574939,3,2,15,Conservative
54,432007,10,0,33,Moderate
44,900000,8,2,10,Aggressive
26,382616,2,1,5,Conservative
62,393569,2,2,41,Conservative
24,1281808,1,0,3,Conservative
69,2386999,9,1,48,Aggressive
48,628802,7,2,27,Moderate
44,900000,7,2,10,Moderate
37,1795761,9,0,16,Aggressive
53,853343,5,1,32,Moderate
32,289570,4,0,11,Conservative
22,470970,7,1,1,Moderate
44,900000,7,2,20,Moderate
19,1870121,9,2,0,Aggressive
41,579096,6,3,20,Moderate
62,356819,10,1,41,Aggressive
25,683565,8,2,4,Aggressive
62,241007,4,2,41,Conservative
38,1142726,4,1,17,Moderate
68,697893,3,2,47,Conservative
62,2000000,7,1,10,Moderate
52,725862,1,3,31,Conservative
42,367785,8,2,21,Moderate
52,780817,7,1,31,Moderate
29,476173,6,0,8,Moderate
56,384741,7,2,35,Moderate
55,385128,10,3,34,Aggressive
33,731090,3,2,12,Moderate
20,216642,7,0,0,Moderate
62,350000,3,0,2,Conservative
41,351599,3,3,20,Moderate
32,772929,5,1,11,Moderate
22,672807,1,0,1,Conservative
20,631601,10,3,0,Aggressive
42,3445112,4,0,21,Moderate
44,2154033,4,0,23,Moderate
21,478784,5,0,0,Moderate
43,153315,9,3,22,Aggressive
41,420366,8,2,20,Moderate
57,631457,5,0,36,Conservative
62,350000,9,0,10,Moderate
41,1803423,7,1,20,Aggressive
42,847613,4,0,21,Conservative
59,602411,3,1,38,Conservative
18,790454,7,2,0,Aggressive
67,760633,10,2,46,Aggressive
19,1019356,1,3,0,Moderate
38,4206496,5,3,17,Aggressive
31,1356423,10,1,10,Aggressive
57,173453,3,0,36,Conservative
21,820047,3,0,0,Conservative
23,280117,9,1,2,Aggressive
64,335897,6,1,43,Moderate
52,690804,1,0,31,Conservative
57,192080,10,3,36,Aggressive
48,229196,6,2,27,Moderate
38,3741067,4,2,17,Moderate
22,226647,3,0,1,Conservative
56,692557,1,3,35,Conservative
31,864567,10,2,10,Aggressive
19,1324186,6,3,0,Aggressive
59,3257210,7,1,38,Moderate
35,4438493,9,1,14,Aggressive
39,475656,7,2,18,Moderate
62,900000,6,2,10,Moderate
33,227606,5,0,12,Moderate
52,286602,9,2,31,Moderate
56,3879568,2,2,35,Moderate
44,350000,7,2,5,Moderate
44,900000,3,2,10,Moderate
56,297736,2,1,35,Conservative
22,507374,9,2,1,Aggressive
48,632389,2,3,27,Conservative
55,1151445,7,2,34,Moderate
42,4065618,1,2,21,Moderate
62,350000,4,2,5,Conservative
32,390346,1,1,11,Conservative
19,484975,6,2,0,Moderate
44,1647840,8,1,23,Aggressive
42,1085040,3,2,21,Moderate
38,222248,5,1,17,Moderate
22,2143895,6,2,1,Aggressive
56,353392,9,2,35,Moderate
20,1371268,2,2,0,Moderate
62,900000,7,2,5,Moderate
69,1337195,10,1,48,Aggressive
68,1237586,7,2,47,Moderate
67,2667787,7,2,46,Aggressive
41,633643,10,2,20,Aggressive
56,3368374,4,3,35,Moderate
34,2362407,8,2,13,Aggressive
38,409483,2,0,17,Conservative
61,2299687,8,1,40,Aggressive
62,350000,9,2,10,Moderate
62,900000,9,3,2,Aggressive
62,2000000,6,2,10,Moderate
44,350000,7,2,10,Moderate
44,350000,4,2,5,Moderate
58,2087196,5,1,37,Moderate
35,805515,3,1,14,Conservative
22,661501,9,0,1,Moderate
34,1710930,4,2,13,Moderate
57,941755,1,0,36,Conservative
34,869284,7,2,13,Moderate
50,374285,4,2,29,Conservative
56,1984814,3,0,35,Conservative
18,4981960,10,1,0,Aggressive
57,1259173,6,2,36,Moderate
21,1725793,9,2,0,Aggressive
35,3273575,2,1,14,Moderate
27,2999666,1,3,6,Moderate
64,903986,4,0,43,Conservative
59,454281,1,1,38,Conservative
31,3453070,5,0,10,Moderate
43,3994219,9,1,22,Aggressive
32,975651,5,1,11,Moderate
67,799197,1,0,46,Conservative
50,3464703,3,3,29,Moderate
21,244511,5,2,0,Moderate
58,4326227,9,2,37,Aggressive
40,484791,7,2,19,Moderate
62,900000,7,2,10,Moderate
50,548304,9,0,29,Moderate
66,1001047,6,3,45,Moderate
40,1206798,9,1,19,Aggressive
44,900000,10,2,20,Aggressive
53,1163235,6,2,32,Moderate
28,174732,10,2,7,Aggressive
29,760513,5,0,8,Moderate
37,3415484,4,1,16,Moderate
23,647779,6,2,2,Moderate
69,185748,10,0,48,Moderate
19,4511553,3,2,0,Moderate
64,557840,8,0,43,Moderate
19,723356,9,2,0,Aggressive
21,585153,8,2,0,Aggressive
62,630614,4,2,41,Conservative
44,900000,5,0,0,Moderate
44,2000000,9,0,0,Aggressive
47,4894948,9,2,26,Aggressive
41,813594,7,2,20,Moderate
35,4450329,6,1,14,Moderate
37,742794,5,3,16,Moderate
28,1414278,3,1,7,Moderate
37,4991785,9,2,16,Aggressive
35,2645202,3,3,14,Moderate
39,175933,5,1,18,Moderate
58,891579,9,2,37,Aggressive
43,1372536,10,2,22,Aggressive
53,415765,7,1,32,Moderate
53,760203,1,1,32,Conservative
53,216046,7,1,32,Moderate
65,603970,1,1,44,Conservative
50,1114124,7,2,29,Moderate
44,1734253,4,2,23,Moderate
64,269190,3,2,43,Conservative
49,226216,1,0,28,Conservative
35,547752,10,2,14,Aggressive
23,1369449,9,1,2,Aggressive
21,473723,9,2,0,Aggressive
41,1138762,9,0,20,Moderate
19,682714,5,2,0,Moderate
44,645382,7,2,23,Moderate
47,472814,1,1,26,Conservative
52,400937,4,0,31,Conservative
43,755407,2,3,22,Moderate
66,1173488,6,0,45,Moderate
33,1002772,1,2,12,Conservative
35,778215,10,3,14,Aggressive
38,3956020,4,1,17,Moderate
44,2000000,8,0,20,Aggressive
46,1495128,7,1,25,Moderate
65,2084356,3,2,44,Moderate
55,764909,2,2,34,Conservative
62,900000,5,0,20,Moderate
34,310666,1,2,13,Conservative
42,651531,8,0,21,Moderate
50,3151658,2,1,29,Conservative
54,730419,7,0,33,Moderate
18,1328216,7,2,0,Aggressive
34,481451,10,1,13,Aggressive
44,4284816,1,1,23,Conservative
26,909572,5,3,5,Moderate
34,4967887,1,1,13,Conservative
41,608082,2,2,20,Conservative
44,2000000,9,2,20,Aggressive
44,1173701,3,2,23,Moderate
51,3932440,2,1,30,Conservative
55,3442685,3,2,34,Moderate
31,3610870,2,0,10,Conservative
39,1162401,2,3,18,Moderate
59,1015139,3,2,38,Conservative
21,1197260,9,3,0,Aggressive
18,3969128,4,2,0,Moderate
28,964315,6,2,7,Moderate
39,742638,3,0,18,Conservative
47,167075,7,2,26,Moderate
50,396747,8,1,29,Moderate
37,872782,5,0,16,Moderate
42,2548204,3,2,21,Moderate
20,4122729,10,2,0,Aggressive
32,358003,7,2,11,Moderate
40,1045464,1,3,19,Conservative
40,749673,1,1,19,Conservative
47,4254672,4,1,26,Moderate
56,569335,10,2,35,Aggressive
52,420478,8,2,31,Moderate
19,915931,5,0,0,Moderate
48,1074597,1,3,27,Conservative
50,644924,4,1,29,Conservative
59,237053,9,0,38,Moderate
46,2521981,8,0,25,Moderate
19,1017414,2,3,0,Moderate
53,479558,2,0,32,Conservative
49,566016,4,2,28,Conservative
58,390768,4,2,37,Conservative
46,3547315,6,0,25,Moderate
52,420067,1,3,31,Conservative
58,168925,4,1,37,Conservative
25,4271780,4,0,4,Moderate
33,1186699,1,1,12,Conservative
38,2929551,1,1,17,Conservative
44,900000,5,2,5,Moderate
33,742882,3,0,12,Conservative
58,265754,3,1,37,Conservative
20,1005186,3,2,0,Moderate
53,785890,10,3,32,Aggressive
35,1151487,6,2,14,Moderate
33,1364526,2,0,12,Conservative
57,4056305,10,1,36,Aggressive
63,1304393,7,0,42,Moderate
47,4825236,6,2,26,Moderate
69,730843,8,2,48,Moderate
39,2199988,4,2,18,Moderate
40,548449,10,1,19,Aggressive
43,685249,5,2,22,Moderate
42,501354,5,3,21,Moderate
29,791942,8,0,8,Moderate
48,1469695,4,2,27,Moderate
32,1639674,2,2,11,Moderate
41,638283,10,3,20,Aggressive
42,1141147,3,2,21,Moderate
68,288670,10,3,47,Aggressive
44,2000000,7,1,10,Aggressive
62,350000,8,0,10,Moderate
43,230519,9,2,22,Aggressive
19,594078,7,0,0,Moderate
50,1184382,4,1,29,Conservative
62,900000,8,0,10,Moderate
41,1447190,4,0,20,Conservative
66,1406976,3,0,45,Conservative
32,346609,5,2,11,Moderate
36,916421,6,1,15,Moderate
65,629528,5,0,44,Conservative
53,631440,8,1,32,Moderate
35,3999744,7,2,14,Aggressive
43,290388,6,0,22,Moderate
51,1724605,8,2,30,Aggressive
41,3683744,2,2,20,Moderate
47,1380609,7,2,26,Moderate
62,900000,7,2,20,Moderate
38,255709,1,1,17,Conservative
44,1319135,7,1,23,Moderate
31,228575,8,2,10,Moderate
27,1113550,7,2,6,Aggressive
62,900000,2,1,0,Conservative
43,247999,4,1,22,Conservative
41,536088,1,3,20,Conservative
40,684220,3,0,19,Conservative
38,1212710,7,2,17,Moderate
37,530275,4,1,16,Conservative
44,2000000,9,2,2,Aggressive
36,1252796,8,2,15,Aggressive
38,287075,1,2,17,Conservative
62,2000000,5,0,20,Moderate
44,3002130,4,2,23,Moderate
42,2405312,8,0,21,Aggressive
29,180584,5,2,8,Moderate
28,1016577,2,3,7,Moderate
26,900000,7,2,10,Aggressive
44,787811,3,2,23,Moderate
43,487564,8,1,22,Moderate
27,643272,6,2,6,Moderate
57,3686065,7,2,36,Aggressive
51,4022964,8,2,30,Aggressive
62,900000,7,2,10,Moderate
59,310327,9,2,38,Moderate
62,350000,5,2,10,Moderate
32,988434,6,0,11,Moderate
62,900000,8,2,10,Moderate
42,4258913,4,2,21,Moderate
39,303888,7,1,18,Moderate
32,1089068,2,2,11,Conservative
43,737493,6,2,22,Moderate
25,1286165,8,1,4,Aggressive
62,900000,7,2,10,Moderate
31,392542,10,3,10,Aggressive
43,662050,10,2,22,Aggressive
47,236850,9,2,26,Moderate
20,1280059,2,2,0,Moderate
35,1091869,10,3,14,Aggressive
27,588850,4,1,6,Moderate
62,2000000,6,2,5,Moderate
34,495076,4,1,13,Conservative
46,3420920,9,2,25,Aggressive
22,746963,9,3,1,Aggressive
37,1375272,4,2,16,Moderate
31,792507,5,3,10,Moderate
36,4091318,2,2,15,Moderate
26,328468,9,2,5,Aggressive
35,1349983,2,2,14,Conservative
69,1146986,10,1,48,Aggressive
37,1325451,2,2,16,Conservative
62,350000,6,1,5,Moderate
44,1295104,4,3,23,Moderate
56,4882622,2,1,35,Conservative
22,346676,8,2,1,Aggressive
35,927803,9,2,14,Aggressive
26,522494,3,3,5,Moderate
47,577179,6,0,26,Moderate
62,900000,9,2,10,Aggressive
38,855217,7,2,17,Moderate
52,1149621,9,1,31,Moderate
40,439260,1,1,19,Conservative
44,900000,8,1,5,Moderate
19,960332,2,2,0,Moderate
33,3376624,7,1,12,Aggressive
27,283009,10,1,6,Aggressive
37,427063,1,3,16,Conservative
50,1439282,2,0,29,Conservative
26,900000,8,2,20,Aggressive
38,873820,7,0,17,Moderate
46,1361051,2,0,25,Conservative
55,469681,8,0,34,Moderate
40,2474086,4,3,19,Moderate
54,1005129,1,1,33,Conservative
58,610366,9,2,37,Moderate
36,753039,1,0,15,Conservative
40,2533809,6,3,19,Aggressive
41,2411600,7,2,20,Aggressive
51,459890,5,2,30,Moderate
32,1364952,6,2,11,Moderate
23,1098818,3,2,2,Moderate
28,1459387,5,1,7,Moderate
68,4488731,6,1,47,Moderate
34,973073,6,2,13,Moderate
35,2150419,10,2,14,Aggressive
40,1362796,7,1,19,Moderate
68,1367593,6,2,47,Moderate
31,356902,3,1,10,Conservative
42,950641,8,3,21,Aggressive
41,705477,4,2,20,Moderate
53,672181,1,2,32,Conservative
40,265060,1,2,19,Conservative
53,1564075,7,2,32,Aggressive
51,469503,4,1,30,Conservative
29,1855040,2,2,8,Moderate
64,452079,2,2,43,Conservative
33,612249,7,0,12,Moderate
25,2746912,7,0,4,Aggressive
29,210930,3,2,8,Moderate
56,659331,2,1,35,Conservative
32,4613289,7,3,11,Aggressive
31,3167211,8,2,10,Aggressive
54,552856,5,2,33,Moderate
37,1080731,4,2,16,Moderate
26,1474844,6,3,5,Aggressive
62,2000000,9,0,2,Aggressive
34,177137,10,2,13,Aggressive
50,824518,3,1,29,Conservative
29,823083,7,2,8,Aggressive
42,752573,6,2,21,Moderate
36,2839097,5,2,15,Moderate
39,2502617,5,0,18,Moderate
62,2000000,9,0,10,Aggressive
52,236631,10,2,31,Aggressive
53,613376,3,1,32,Conservative
62,2000000,7,0,10,Moderate
25,796613,10,1,4,Aggressive
44,543640,9,0,23,Moderate
49,308559,3,2,28,Conservative
59,557536,8,2,38,Moderate
29,150941,8,3,8,Aggressive
51,266739,4,2,30,Conservative
27,470750,7,2,6,Moderate
64,841505,9,0,43,Moderate
44,900000,8,2,10,Aggressive
34,3287591,2,0,13,Conservative
62,350000,1,1,2,Conservative
47,486759,8,2,26,Moderate
26,900000,1,2,2,Conservative
43,738712,5,0,22,Moderate
59,177669,9,0,38,Moderate
26,350000,4,2,5,Moderate
18,366581,10,1,0,Aggressive
56,735939,2,1,35,Conservative
43,1019589,3,0,22,Conservative
62,2000000,9,2,10,Aggressive
35,907461,9,1,14,Aggressive
18,2615380,6,1,0,Aggressive
34,443001,5,2,13,Moderate
40,951779,9,1,19,Aggressive
62,2000000,8,2,5,Aggressive
55,391843,9,0,34,Moderate
47,1028641,8,2,26,Moderate
39,262283,5,1,18,Moderate
42,1209948,7,3,21,Aggressive
35,509700,5,1,14,Moderate
46,2398202,10,2,25,Aggressive
40,573329,7,2,19,Moderate
47,545937,10,1,26,Aggressive
37,3824078,2,2,16,Moderate
38,4146809,4,2,17,Moderate
19,534484,7,2,0,Moderate
34,403943,4,0,13,Conservative
63,587673,2,2,42,Conservative
57,752489,8,1,36,Moderate
44,625068,1,3,23,Conservative
21,606744,10,0,0,Aggressive
32,409266,9,1,11,Moderate
20,973128,10,2,0,Aggressive
47,1829774,5,1,26,Moderate
20,4426227,9,2,0,Aggressive
62,900000,5,0,5,Moderate
38,230609,8,2,17,Moderate
39,845802,9,1,18,Aggressive
34,1103198,2,0,13,Conservative
25,647780,5,3,4,Moderate
25,1002592,6,2,4,Moderate
38,424229,5,1,17,Moderate
27,720482,10,1,6,Aggressive
54,1156042,8,0,33,Moderate
39,2812957,9,2,18,Aggressive
26,900000,7,1,0,Moderate
18,173618,6,1,0,Moderate
36,4864749,9,2,15,Aggressive
32,478871,5,3,11,Moderate
20,311678,4,2,0,Moderate
29,631988,1,2,8,Conservative
52,2401710,7,3,31,Aggressive
32,580287,1,2,11,Conservative
41,2616542,6,1,20,Moderate
34,3203863,7,2,13,Aggressive
55,994963,6,2,34,Moderate
29,306490,7,3,8,Aggressive
62,2000000,7,2,5,Aggressive
54,4293422,1,1,33,Conservative
42,871753,3,0,21,Conservative
66,3387827,6,2,45,Moderate
24,1428538,8,1,3,Aggressive
31,697721,1,2,10,Conservative
47,369763,6,3,26,Moderate
67,975878,8,2,46,Moderate
50,334808,1,2,29,Conservative
55,313306,2,1,34,Conservative
54,306453,9,2,33,Moderate
28,4341554,8,2,7,Aggressive
42,673616,1,1,21,Conservative
35,3894620,4,0,14,Moderate
34,320393,8,0,13,Moderate
61,4607707,6,2,40,Moderate
62,900000,6,2,10,Moderate
41,767507,10,3,20,Aggressive
51,608829,9,1,30,Moderate
56,642588,5,3,35,Moderate
32,1928580,10,1,11,Aggressive
48,4721855,5,1,27,Moderate
39,1225751,6,0,18,Moderate
52,716636,8,2,31,Moderate
28,1407050,2,1,7,Conservative
50,578314,1,2,29,Conservative
32,493079,6,2,11,Moderate
32,1384533,8,1,11,Moderate
40,1404443,7,0,19,Moderate
27,250485,9,1,6,Aggressive
68,293357,5,0,47,Conservative
49,1431255,6,1,28,Moderate
39,525214,1,2,18,Conservative
50,355117,2,1,29,Conservative
48,1445789,7,2,27,Moderate
35,643888,10,3,14,Aggressive
26,900000,9,2,10,Aggressive
48,933488,1,2,27,Conservative
44,2000000,7,3,5,Aggressive
56,152098,6,3,35,Moderate
54,213679,7,1,33,Moderate
32,597836,3,2,11,Conservative
27,2126457,6,2,6,Aggressive
40,3884534,8,1,19,Aggressive
62,900000,7,0,5,Moderate
32,1357996,2,3,11,Moderate
24,796817,7,2,3,Aggressive
37,432574,9,1,16,Moderate
65,795382,7,0,44,Moderate
31,3813470,9,2,10,Aggressive
26,1595153,9,2,5,Aggressive
66,429602,8,0,45,Moderate
34,4094489,5,2,13,Moderate
57,253649,10,2,36,Aggressive
46,1745404,10,2,25,Aggressive
51,1384775,1,1,30,Conservative
31,834160,6,2,10,Moderate
20,604249,3,2,0,Moderate
44,2000000,8,2,2,Aggressive
52,434832,8,1,31,Moderate
53,4636110,5,0,32,Moderate
19,200528,7,2,0,Moderate
33,554129,2,2,12,Conservative
19,4240320,10,1,0,Aggressive
29,862724,1,3,8,Moderate
25,2598643,5,0,4,Moderate
43,578108,1,2,22,Conservative
55,914667,6,2,34,Moderate
52,3243013,5,2,31,Moderate
48,154297,5,1,27,Moderate
47,734794,5,2,26,Moderate
57,254773,4,2,36,Conservative
48,3799590,3,2,27,Moderate
33,929622,6,0,12,Moderate
62,2000000,9,2,10,Aggressive
47,873554,6,2,26,Moderate
44,350000,7,2,10,Moderate
40,610186,9,2,19,Aggressive
26,1360572,5,0,5,Moderate
49,253998,1,1,28,Conservative
47,170396,3,3,26,Conservative
56,251505,4,0,35,Conservative
53,573983,9,1,32,Moderate
44,900000,5,1,5,Moderate
31,627541,6,2,10,Moderate
40,427631,10,2,19,Aggressive
42,1064562,10,2,21,Aggressive
32,4434284,7,2,11,Aggressive
20,1384321,10,1,0,Aggressive
68,782831,9,3,47,Aggressive
62,698510,7,1,41,Moderate
42,1000747,7,2,21,Moderate
35,1268535,6,1,14,Moderate
58,4978263,6,2,37,Moderate
38,829325,3,2,17,Moderate
54,623936,10,1,33,Aggressive
40,513248,7,0,19,Moderate
18,762577,7,0,0,Moderate
57,750955,4,3,36,Moderate
25,681625,1,1,4,Conservative
55,506387,8,2,34,Moderate
27,3308566,4,2,6,Moderate
61,1856983,9,1,40,Aggressive
69,591478,6,2,48,Moderate
44,242889,9,3,23,Aggressive
56,330869,8,2,35,Moderate
32,1339337,7,2,11,Moderate
33,489299,2,3,12,Conservative
31,2896560,8,1,10,Aggressive
36,1248008,3,2,15,Moderate
69,585248,9,1,48,Moderate
69,4148095,10,2,48,Aggressive
42,465380,7,0,21,Moderate
67,622270,9,3,46,Aggressive
34,1166710,5,1,13,Moderate
59,3004650,1,2,38,Conservative
32,3177404,6,1,11,Moderate
51,1122939,1,1,30,Conservative
36,379171,2,0,15,Conservative
31,352289,6,2,10,Moderate
26,350000,8,1,5,Moderate
64,4684056,5,2,43,Moderate
67,617412,8,1,46,Moderate
31,330337,6,0,10,Moderate
40,3491174,5,0,19,Moderate
68,805359,1,1,47,Conservative
53,1210398,1,3,32,Conservative
33,389939,3,2,12,Conservative
62,350000,10,0,2,Moderate
46,1657074,5,2,25,Moderate
38,1345669,3,3,17,Moderate
48,543635,9,1,27,Moderate
49,1096518,2,0,28,Conservative
29,425063,1,2,8,Conservative
56,3416489,1,0,35,Conservative
48,4373061,7,1,27,Moderate
26,1134221,3,1,5,Moderate
44,1205096,8,1,23,Moderate
35,794806,4,0,14,Conservative
40,4130409,2,2,19,Moderate
49,496123,1,0,28,Conservative
22,1218396,9,2,1,Aggressive
62,1396259,5,2,41,Moderate
33,3864984,3,0,12,Moderate
18,1020188,6,1,0,Moderate
43,286017,2,2,22,Conservative
55,715912,7,0,34,Moderate
33,683159,10,3,12,Aggressive
48,1198197,2,2,27,Conservative
36,206546,5,0,15,Moderate
23,249227,3,2,2,Moderate
23,415273,8,2,2,Aggressive
44,487873,2,1,23,Conservative
43,782245,10,2,22,Aggressive
44,2000000,8,2,20,Aggressive
35,1671190,10,0,14,Aggressive
38,2204667,3,0,17,Moderate
25,1402557,1,2,4,Conservative
44,485425,8,3,23,Aggressive
35,3531170,10,1,14,Aggressive
64,1339648,8,1,43,Moderate
26,178270,8,2,5,Aggressive
34,482152,2,0,13,Conservative
29,404153,9,1,8,Aggressive
39,1575434,6,2,18,Aggressive
35,675842,3,1,14,Conservative
44,900000,8,1,10,Moderate
68,427887,5,2,47,Moderate
49,244029,10,2,28,Aggressive
57,295335,8,2,36,Moderate
68,219487,2,0,47,Conservative
19,597398,1,2,0,Conservative
67,2287217,9,2,46,Aggressive
31,416014,10,1,10,Aggressive
58,268656,4,3,37,Moderate
33,1791760,4,1,12,Moderate
35,512696,10,1,14,Aggressive
20,624758,8,3,0,Aggressive
67,1257027,8,1,46,Moderate
58,337865,10,2,37,Aggressive
68,199155,1,2,47,Conservative
44,2221936,6,1,23,Moderate
28,350839,9,1,7,Aggressive
53,1305655,4,2,32,Moderate
61,1012761,4,0,40,Conservative
62,900000,6,2,10,Moderate
20,654205,6,0,0,Moderate
42,534532,5,0,21,Moderate
43,659773,2,0,22,Conservative
20,655875,1,0,0,Conservative
38,791391,9,1,17,Aggressive
22,1299799,10,3,1,Aggressive
44,1191800,8,0,23,Moderate
25,741882,5,3,4,Moderate
43,1163621,4,2,22,Moderate
39,302512,4,1,18,Conservative
36,1229893,10,2,15,Aggressive
43,364528,9,2,22,Aggressive
46,1011720,4,0,25,Conservative
23,699539,10,2,2,Aggressive
31,401338,9,1,10,Moderate
44,900000,2,2,2,Conservative
39,4751021,1,2,18,Moderate
31,1022861,4,3,10,Moderate
62,900000,1,2,5,Conservative
48,4693956,9,1,27,Aggressive
62,900000,8,2,5,Moderate
56,733685,4,2,35,Moderate
42,2288226,2,2,21,Moderate
18,575775,6,3,0,Moderate
37,1285450,3,3,16,Moderate
31,326483,5,0,10,Moderate
69,3975623,6,3,48,Aggressive
37,419871,9,3,16,Aggressive
62,900000,8,2,20,Moderate
44,527930,7,0,23,Moderate
26,2000000,7,2,5,Aggressive
40,4008761,9,2,19,Aggressive
54,970899,6,2,33,Moderate
41,192129,8,2,20,Moderate
22,4433187,4,3,1,Moderate
31,1370109,6,0,10,Moderate
43,400699,9,2,22,Aggressive
37,506478,7,2,16,Moderate
58,394669,6,0,37,Moderate
62,2000000,10,2,5,Aggressive
59,513792,5,0,38,Conservative
26,350000,6,3,5,Moderate
31,447232,10,0,10,Aggressive
44,756636,4,2,23,Moderate
23,3597341,9,2,2,Aggressive
37,1326979,8,2,16,Aggressive
57,676325,5,2,36,Moderate
42,3712444,10,0,21,Aggressive
53,665865,5,2,32,Moderate
43,816057,2,2,22,Conservative
22,282222,9,2,1,Aggressive
25,334875,6,1,4,Moderate
34,1074371,8,3,13,Aggressive
62,2000000,7,2,5,Aggressive
66,165248,3,2,45,Conservative
64,1421828,1,2,43,Conservative
54,658074,1,2,33,Conservative
36,671608,4,1,15,Conservative
26,1405111,5,1,5,Moderate
44,296468,7,2,23,Moderate
33,750417,8,2,12,Aggressive
38,422501,6,2,17,Moderate
22,1110506,2,2,1,Moderate
62,2000000,7,2,10,Aggressive
33,1011660,10,1,12,Aggressive
21,496777,5,3,0,Moderate
64,423302,4,0,43,Conservative
25,354613,10,1,4,Aggressive
40,3193411,3,0,19,Moderate
69,664966,5,2,48,Moderate
28,548259,10,2,7,Aggressive
58,3971312,9,0,37,Aggressive
42,2977046,6,0,21,Moderate
46,2225564,8,0,25,Moderate
28,292151,4,3,7,Moderate
31,4629739,4,3,10,Moderate
39,285274,6,3,18,Moderate
48,1128917,4,2,27,Moderate
21,350338,8,0,0,Moderate
54,396507,8,0,33,Moderate
21,1068520,10,1,0,Aggressive
25,3732167,2,2,4,Moderate
28,774128,3,3,7,Moderate
35,366625,4,3,14,Moderate
21,4040453,8,3,0,Aggressive
48,1341340,5,3,27,Moderate
36,3389833,5,1,15,Moderate
22,2713389,10,2,1,Aggressive
44,337616,9,2,23,Aggressive
50,2541771,3,0,29,Conservative
62,2000000,6,1,5,Moderate
43,1129898,6,2,22,Moderate
62,900000,7,2,5,Moderate
33,919493,9,1,12,Aggressive
62,900000,7,2,10,Moderate
34,1073315,8,2,13,Aggressive
40,408469,3,3,19,Moderate
40,1915545,6,1,19,Moderate
19,1253378,8,3,0,Aggressive
52,1483610,7,0,31,Moderate
37,4392300,5,3,16,Aggressive
62,900000,8,2,10,Moderate
62,2000000,5,2,5,Moderate
62,900000,8,1,20,Moderate
43,737872,6,2,22,Moderate
38,640476,8,0,17,Moderate
40,1184417,10,3,19,Aggressive
23,2027789,3,1,2,Moderate
41,886048,8,2,20,Aggressive
51,1495215,3,1,30,Conservative
51,1440377,10,2,30,Aggressive
59,728396,9,2,38,Aggressive
21,4467134,4,0,0,Moderate
31,2695225,10,0,10,Aggressive
43,865231,6,2,22,Moderate
39,167302,8,3,18,Aggressive
47,178062,4,2,26,Conservative
40,475014,6,0,19,Moderate
67,1319200,6,2,46,Moderate
37,439268,6,2,16,Moderate
29,2959426,10,2,8,Aggressive
58,1447507,6,1,37,Moderate
38,653043,8,3,17,Aggressive
41,164338,10,3,20,Aggressive
62,900000,7,2,5,Moderate
33,1378648,9,1,12,Aggressive
56,1420618,3,0,35,Conservative
53,1072857,8,0,32,Moderate
44,2000000,8,2,5,Aggressive
49,1457917,9,2,28,Aggressive
67,336798,8,0,46,Moderate
23,229569,10,1,2,Aggressive
62,2000000,6,0,2,Moderate
38,789878,2,1,17,Conservative
29,612769,10,1,8,Aggressive
22,211303,2,1,1,Conservative
67,2151001,10,1,46,Aggressive
61,966294,5,1,40,Moderate
44,4246916,3,2,23,Moderate
62,155709,8,2,41,Moderate
55,1082312,10,1,34,Aggressive
36,235233,4,0,15,Conservative
62,350000,5,2,2,Moderate
58,620462,7,3,37,Moderate
